dataset,split,user,history_length,positive_signal_total,items_for_50pct,items_for_80pct,items_for_90pct
amazon:Baby_Products,valid,59526,3,0.8264085672669491,1,2,2
amazon:Baby_Products,valid,59603,7,3.0862488827462924,4,5,5
amazon:Baby_Products,valid,59703,4,0.6425957114009534,2,2,2
amazon:Baby_Products,valid,59719,3,0.35636751853813564,1,1,1
amazon:Baby_Products,valid,59802,4,2.5899565098649364,4,4,4
amazon:Baby_Products,valid,59811,6,1.4495895127118643,3,3,3
amazon:Baby_Products,valid,59878,3,0.15304844743114415,2,2,2
amazon:Baby_Products,valid,59909,15,5.133041950807733,9,10,14
amazon:Baby_Products,valid,60037,5,3.5328921560513775,1,1,3
amazon:Baby_Products,valid,60043,2,0.5230392197431144,2,2,2
amazon:Baby_Products,valid,60143,3,0.3020408501059322,1,1,1
amazon:Baby_Products,valid,60160,13,3.2728927353681145,7,11,11
amazon:Baby_Products,valid,60169,5,1.4429809570312502,4,5,5
amazon:Baby_Products,valid,60467,5,0.7344327247748941,3,3,3
amazon:Baby_Products,valid,60582,5,1.512273342326536,1,1,5
amazon:Baby_Products,valid,60617,6,6.3176826089115465,3,5,6
amazon:Baby_Products,valid,60685,4,1.352459199549788,1,1,1
amazon:Baby_Products,valid,60875,5,1.5030520681607522,3,5,5
amazon:Baby_Products,valid,61250,4,0.3352063195180085,2,2,2
amazon:Baby_Products,valid,61287,5,2.251639259467691,3,3,3
amazon:Baby_Products,valid,61508,3,0.6272876804157839,3,3,3
amazon:Baby_Products,valid,61545,3,0.6035540047338454,1,1,1
amazon:Baby_Products,valid,61595,3,1.4492723367981992,2,3,3
amazon:Baby_Products,valid,61778,5,5.7040479757018,1,3,3
amazon:Baby_Products,valid,61827,7,3.968545583951271,1,1,1
amazon:Baby_Products,valid,61999,1,0.30630565578654667,1,1,1
amazon:Baby_Products,valid,62003,5,1.6484132928363346,4,5,5
amazon:Baby_Products,valid,62120,4,1.7303526797537077,2,3,3
amazon:Baby_Products,valid,62168,5,2.8356194964909958,3,4,5
amazon:Baby_Products,valid,62216,4,4.605908410023834,1,1,1
amazon:Baby_Products,valid,62257,3,2.699986137778072,1,2,3
amazon:Baby_Products,valid,62274,6,0.7217833438162077,3,3,3
amazon:Baby_Products,valid,62275,7,2.565807070974576,2,5,5
amazon:Baby_Products,valid,62283,7,0.2380807650291314,7,7,7
amazon:Baby_Products,valid,62320,3,0.6816857289459746,1,1,1
amazon:Baby_Products,valid,62447,3,0.4590231685315148,1,2,2
amazon:Baby_Products,valid,62507,5,1.3520792298397777,2,5,5
amazon:Baby_Products,valid,62557,3,0.683828166379767,2,2,2
amazon:Baby_Products,valid,62986,5,6.663554563360699,3,4,5
amazon:Baby_Products,valid,63344,4,0.2993453720868644,4,4,4
amazon:Baby_Products,valid,63468,6,2.891872186175848,2,6,6
amazon:Baby_Products,valid,63503,11,1.255651027873411,1,4,10
amazon:Baby_Products,valid,63560,5,3.780756753177966,5,5,5
amazon:Baby_Products,valid,63671,8,0.6416714943061441,1,7,7
amazon:Baby_Products,valid,63722,3,2.1510415287341105,3,3,3
amazon:Baby_Products,valid,63740,12,2.3872651698225638,8,10,12
amazon:Baby_Products,valid,63761,6,2.0909856246689618,3,3,3
amazon:Baby_Products,valid,63845,4,2.862698002184852,1,1,1
amazon:Baby_Products,valid,64166,5,1.2328727075609112,2,3,5
amazon:Baby_Products,valid,64496,14,4.505283575542903,3,13,14
amazon:Baby_Products,valid,64598,3,2.009315620034428,2,2,2
